phase,pc,lag_ms,src,dst,region_src,region_dst,config_count,successful_config_count,stability_fraction,max_k,max_n_subjects,min_p_value,min_q_value,topk_values,min_subjects_values,p0_inflate_values
BothStartLoadPhase__LiftOff,pc1,50,PO10,Oz,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc1,100,PO10,Oz,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc1,150,PO10,P8,Occipital,Parietal,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,100,O2,PO10,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,200,Oz,O1,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc3,200,P4,P8,Parietal,Parietal,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc1,50,PO10,Oz,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc1,150,PO10,P8,Occipital,Parietal,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,50,O1,PO9,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,100,O2,Oz,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,100,O2,PO10,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,150,O1,PO9,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,200,Oz,O1,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,50,PO9,Oz,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,50,O1,PO9,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,100,O1,PO9,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,100,O2,Oz,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,50,O1,PO9,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,100,O1,PO9,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc3,200,P4,P8,Parietal,Parietal,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc1,150,PO10,O2,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc1,200,PO10,O2,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,100,O1,Oz,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,200,Oz,O1,Occipital,Occipital,27,27,1.0,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc1,100,PO10,Oz,Occipital,Occipital,27,27,1.0,11,12,8.421573233354471e-13,4.540326438851976e-10,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc1,150,PO9,O1,Occipital,Occipital,27,27,1.0,11,12,8.421573233354471e-13,4.540326438851976e-10,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,50,O1,PO9,Occipital,Occipital,27,27,1.0,11,12,5.152694495849263e-12,1.7914040677158183e-09,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc3,100,CP6,C4,Parietal,Frontocentral,27,27,1.0,11,12,5.152694495849263e-12,1.7914040677158183e-09,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,100,O1,PO9,Occipital,Occipital,27,27,1.0,11,12,5.152694495849263e-12,1.7914040677158183e-09,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc3,50,Oz,FC5,Occipital,Frontocentral,27,27,1.0,11,12,5.152694495849263e-12,1.7914040677158183e-09,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc3,100,CP6,C4,Parietal,Frontocentral,27,27,1.0,11,12,5.152694495849263e-12,1.7914040677158183e-09,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc3,200,CP6,C4,Parietal,Frontocentral,27,27,1.0,11,12,5.152694495849263e-12,1.7914040677158183e-09,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc3,200,P4,P8,Parietal,Parietal,27,27,1.0,11,12,5.152694495849263e-12,1.7914040677158183e-09,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,150,PO10,P8,Occipital,Parietal,27,27,1.0,11,12,5.152694495849263e-12,1.7914040677158183e-09,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc3,50,O2,Cz,Occipital,Frontocentral,27,27,1.0,11,12,5.152694495849263e-12,1.7914040677158183e-09,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc3,200,P4,P8,Parietal,Parietal,27,27,1.0,11,12,5.152694495849263e-12,1.7914040677158183e-09,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc3,200,P7,O1,Parietal,Occipital,27,27,1.0,11,12,5.152694495849263e-12,1.7914040677158183e-09,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc3,50,C4,FC2,Frontocentral,Frontocentral,27,27,1.0,11,12,5.152694495849263e-12,1.7914040677158183e-09,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc3,150,CP6,P8,Parietal,Parietal,27,27,1.0,11,12,5.152694495849263e-12,1.7914040677158183e-09,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc1,200,PO9,Oz,Occipital,Occipital,27,27,1.0,11,12,5.152694495849263e-12,1.7914040677158183e-09,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc3,200,P4,P8,Parietal,Parietal,27,27,1.0,11,12,5.152694495849263e-12,1.7914040677158183e-09,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc3,150,P7,O1,Parietal,Occipital,27,27,1.0,10,12,6.511753201852308e-15,4.614042268741064e-12,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc3,150,P4,P8,Parietal,Parietal,27,27,1.0,10,12,8.421573233354471e-13,4.540326438851976e-10,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,0,O2,Oz,Occipital,Occipital,27,27,1.0,10,12,8.421573233354471e-13,4.540326438851976e-10,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc3,100,P7,O1,Parietal,Occipital,27,27,1.0,10,12,8.421573233354471e-13,4.540326438851976e-10,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc1,100,PO9,O1,Occipital,Occipital,27,27,1.0,10,12,8.421573233354471e-13,4.540326438851976e-10,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,50,O2,Oz,Occipital,Occipital,27,27,1.0,10,12,8.421573233354471e-13,4.540326438851976e-10,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc1,50,PO9,Oz,Occipital,Occipital,27,27,1.0,10,12,6.3590934537905775e-12,2.3421611532773215e-09,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,100,Oz,O1,Occipital,Occipital,27,27,1.0,10,12,6.3590934537905775e-12,2.3421611532773215e-09,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc3,150,P4,P8,Parietal,Parietal,27,27,1.0,10,12,6.3590934537905775e-12,2.3421611532773215e-09,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,100,O2,PO10,Occipital,Occipital,27,27,1.0,10,12,6.3590934537905775e-12,2.3421611532773215e-09,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc3,150,P4,P8,Parietal,Parietal,27,27,1.0,10,12,6.3590934537905775e-12,2.3421611532773215e-09,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc1,200,PO10,Oz,Occipital,Occipital,27,27,1.0,10,12,6.3590934537905775e-12,2.3421611532773215e-09,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,0,O2,Oz,Occipital,Occipital,27,27,1.0,10,12,6.3590934537905775e-12,2.3421611532773215e-09,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,100,Oz,O2,Occipital,Occipital,27,27,1.0,10,12,6.3590934537905775e-12,2.3421611532773215e-09,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc3,200,CP6,C4,Parietal,Frontocentral,27,27,1.0,10,12,7.35683912920622e-11,3.1456829380054184e-08,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc1,0,PO9,O1,Occipital,Occipital,27,27,1.0,10,12,7.35683912920622e-11,3.1456829380054184e-08,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc1,50,PO10,O2,Occipital,Occipital,27,27,1.0,10,12,7.35683912920622e-11,3.1456829380054184e-08,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc1,50,PO9,Oz,Occipital,Occipital,27,27,1.0,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,0,O2,Oz,Occipital,Occipital,27,27,1.0,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,0,Oz,O2,Occipital,Occipital,27,27,1.0,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,100,O1,Oz,Occipital,Occipital,27,27,1.0,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,0,O2,Oz,Occipital,Occipital,27,27,1.0,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,100,O1,Oz,Occipital,Occipital,27,27,1.0,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc3,200,Oz,FC5,Occipital,Frontocentral,27,27,1.0,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,50,PO10,P8,Occipital,Parietal,27,27,1.0,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc3,50,O1,FC1,Occipital,Frontocentral,27,27,1.0,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc3,100,CP6,C4,Parietal,Frontocentral,27,27,1.0,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc3,200,P4,CP6,Parietal,Parietal,27,27,1.0,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc1,150,PO10,Oz,Occipital,Occipital,27,27,1.0,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,0,Oz,O2,Occipital,Occipital,27,27,1.0,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,50,O1,Oz,Occipital,Occipital,27,27,1.0,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,50,O2,PO10,Occipital,Occipital,27,27,1.0,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,100,O2,Oz,Occipital,Occipital,27,27,1.0,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,100,Oz,O1,Occipital,Occipital,27,27,1.0,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc1,0,PO9,O1,Occipital,Occipital,27,27,1.0,9,12,7.35683912920622e-11,3.1456829380054184e-08,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc1,0,PO9,O1,Occipital,Occipital,27,27,1.0,9,12,7.35683912920622e-11,3.1456829380054184e-08,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc3,150,P4,P8,Parietal,Parietal,27,27,1.0,9,12,7.35683912920622e-11,3.1456829380054184e-08,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc3,100,P4,P8,Parietal,Parietal,27,27,1.0,9,12,7.35683912920622e-11,3.1456829380054184e-08,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc1,100,PO10,O2,Occipital,Occipital,27,27,1.0,9,12,7.35683912920622e-11,3.1456829380054184e-08,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc1,150,PO9,Oz,Occipital,Occipital,27,27,1.0,9,12,7.35683912920622e-11,3.1456829380054184e-08,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc3,200,P7,O1,Parietal,Occipital,27,27,1.0,9,12,7.35683912920622e-11,3.1456829380054184e-08,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc1,0,PO10,P8,Occipital,Parietal,27,27,1.0,9,12,4.0187628235108975e-10,1.1282866191290972e-07,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc1,100,PO10,P8,Occipital,Parietal,27,27,1.0,9,12,4.0187628235108975e-10,1.1282866191290972e-07,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,0,O1,Oz,Occipital,Occipital,27,27,1.0,9,12,4.0187628235108975e-10,1.1282866191290972e-07,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,0,Oz,O1,Occipital,Occipital,27,27,1.0,9,12,4.0187628235108975e-10,1.1282866191290972e-07,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc1,100,PO10,P8,Occipital,Parietal,27,27,1.0,9,12,4.0187628235108975e-10,1.1282866191290972e-07,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,0,O1,Oz,Occipital,Occipital,27,27,1.0,9,12,4.0187628235108975e-10,1.1282866191290972e-07,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc3,50,P4,P8,Parietal,Parietal,27,27,1.0,9,12,4.0187628235108975e-10,1.1282866191290972e-07,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,0,PO10,P8,Occipital,Parietal,27,27,1.0,9,12,4.0187628235108975e-10,1.1282866191290972e-07,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc1,0,PO10,O2,Occipital,Occipital,27,27,1.0,9,12,4.0187628235108975e-10,1.1282866191290972e-07,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc1,50,PO9,O1,Occipital,Occipital,27,27,1.0,9,12,4.0187628235108975e-10,1.1282866191290972e-07,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc1,100,Fp2,Fp1,Frontal,Frontal,27,27,1.0,9,12,4.0187628235108975e-10,1.1282866191290972e-07,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,50,O1,PO9,Occipital,Occipital,27,27,1.0,9,12,4.0187628235108975e-10,1.1282866191290972e-07,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,50,Oz,O2,Occipital,Occipital,27,27,1.0,9,12,4.0187628235108975e-10,1.1282866191290972e-07,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc3,50,P4,P8,Parietal,Parietal,27,27,1.0,9,12,4.5744495591486245e-09,1.628416493783051e-06,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc3,50,C4,FC2,Frontocentral,Frontocentral,27,27,1.0,9,12,4.5744495591486245e-09,1.628416493783051e-06,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc1,100,PO9,Oz,Occipital,Occipital,27,27,1.0,9,12,4.5744495591486245e-09,1.628416493783051e-06,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc3,200,Oz,FC5,Occipital,Frontocentral,27,27,1.0,9,12,1.4375572031334258e-08,2.778032621120179e-06,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,0,O1,Oz,Occipital,Occipital,27,27,1.0,9,12,1.4375572031334258e-08,2.778032621120179e-06,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,0,O1,PO9,Occipital,Occipital,27,27,1.0,9,12,1.4375572031334258e-08,2.778032621120179e-06,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc3,50,P7,O1,Parietal,Occipital,27,27,1.0,9,12,1.4375572031334258e-08,2.778032621120179e-06,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,50,Oz,O1,Occipital,Occipital,24,27,0.8888888888888888,12,12,2.6884377575267276e-16,1.8350437537613628e-13,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,50,O1,Oz,Occipital,Occipital,24,27,0.8888888888888888,12,12,3.488149536859777e-14,1.802210594044218e-11,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,50,O1,Oz,Occipital,Occipital,24,27,0.8888888888888888,12,12,3.488149536859777e-14,1.802210594044218e-11,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,50,PO10,P8,Occipital,Parietal,24,27,0.8888888888888888,12,12,3.488149536859777e-14,1.802210594044218e-11,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc1,200,PO10,P8,Occipital,Parietal,24,27,0.8888888888888888,11,12,6.104904459791693e-14,2.803733900052481e-11,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,50,O1,Oz,Occipital,Occipital,24,27,0.8888888888888888,11,12,5.152694495849263e-12,1.7914040677158183e-09,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,150,Oz,O1,Occipital,Occipital,24,27,0.8888888888888888,10,12,6.3590934537905775e-12,2.3421611532773215e-09,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,0,Oz,O1,Occipital,Occipital,24,27,0.8888888888888888,10,12,6.3590934537905775e-12,2.3421611532773215e-09,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc1,50,PO10,P8,Occipital,Parietal,24,27,0.8888888888888888,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,0,Oz,O2,Occipital,Occipital,24,27,0.8888888888888888,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc3,150,Oz,FC5,Occipital,Frontocentral,24,27,0.8888888888888888,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,0,Oz,O2,Occipital,Occipital,24,27,0.8888888888888888,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,0,Oz,O1,Occipital,Occipital,24,27,0.8888888888888888,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc3,100,P4,CP6,Parietal,Parietal,24,27,0.8888888888888888,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc1,0,PO10,P8,Occipital,Parietal,24,27,0.8888888888888888,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc1,0,PO10,P8,Occipital,Parietal,24,27,0.8888888888888888,9,12,4.0187628235108975e-10,1.1282866191290972e-07,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,100,PO10,P8,Occipital,Parietal,24,27,0.8888888888888888,9,12,4.0187628235108975e-10,1.1282866191290972e-07,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,0,O1,Oz,Occipital,Occipital,24,27,0.8888888888888888,9,12,4.0187628235108975e-10,1.1282866191290972e-07,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,100,O2,PO10,Occipital,Occipital,24,27,0.8888888888888888,9,12,4.0187628235108975e-10,1.1282866191290972e-07,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,0,O1,PO9,Occipital,Occipital,24,27,0.8888888888888888,9,12,1.4375572031334258e-08,2.778032621120179e-06,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,0,Oz,O1,Occipital,Occipital,24,27,0.8888888888888888,9,12,1.4375572031334258e-08,2.778032621120179e-06,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc3,100,Oz,FC5,Occipital,Frontocentral,24,27,0.8888888888888888,9,12,1.4375572031334258e-08,2.778032621120179e-06,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc3,150,P7,O1,Parietal,Occipital,24,27,0.8888888888888888,9,12,1.4375572031334258e-08,2.778032621120179e-06,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc3,50,O2,Cz,Occipital,Frontocentral,24,27,0.8888888888888888,9,12,1.4375572031334258e-08,2.778032621120179e-06,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc3,100,CP6,P8,Parietal,Parietal,24,27,0.8888888888888888,9,12,1.4375572031334258e-08,2.778032621120179e-06,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,0,O1,Oz,Occipital,Occipital,24,27,0.8888888888888888,9,12,1.4375572031334258e-08,2.778032621120179e-06,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc3,150,P7,O1,Parietal,Occipital,24,27,0.8888888888888888,9,12,1.4375572031334258e-08,2.778032621120179e-06,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc1,0,PO9,O1,Occipital,Occipital,24,27,0.8888888888888888,8,12,7.35683912920622e-11,3.1456829380054184e-08,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,0,PO9,O1,Occipital,Occipital,24,27,0.8888888888888888,8,12,7.35683912920622e-11,3.1456829380054184e-08,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc2,0,Oz,O2,Occipital,Occipital,24,27,0.8888888888888888,8,12,4.5744495591486245e-09,1.628416493783051e-06,5 10 15,3 4 5,5.0 10.0 15.0
Replace__BothReleased,pc2,0,O2,PO10,Occipital,Occipital,24,27,0.8888888888888888,8,12,4.5744495591486245e-09,1.628416493783051e-06,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,0,O2,PO10,Occipital,Occipital,24,27,0.8888888888888888,8,12,1.7167849919707603e-08,3.8941708354458715e-06,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc3,50,C4,FC2,Frontocentral,Frontocentral,24,27,0.8888888888888888,8,12,1.7167849919707603e-08,3.8941708354458715e-06,5 10 15,3 4 5,5.0 10.0 15.0
FirstDigitTouch__BothStartLoadPhase,pc2,0,O2,PO10,Occipital,Occipital,24,27,0.8888888888888888,8,12,1.7167849919707603e-08,3.8941708354458715e-06,5 10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,0,O2,PO10,Occipital,Occipital,24,27,0.8888888888888888,8,12,1.7167849919707603e-08,3.8941708354458715e-06,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc1,0,PO9,Oz,Occipital,Occipital,24,27,0.8888888888888888,8,12,1.7167849919707603e-08,3.8941708354458715e-06,5 10 15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc1,50,PO10,P8,Occipital,Parietal,21,27,0.7777777777777778,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc3,200,CP6,C4,Parietal,Frontocentral,21,27,0.7777777777777778,10,12,3.4930855940150567e-10,8.961571317059318e-08,5 10 15,3 4 5,5.0 10.0 15.0
LiftOff__Replace,pc3,50,P8,PO10,Parietal,Occipital,21,27,0.7777777777777778,9,12,1.4375572031334258e-08,2.778032621120179e-06,5 10 15,3 4 5,5.0 10.0 15.0
