phase,pc,lag_ms,src,dst,region_src,region_dst,k,n_subjects,total_subjects_in_dir,p_value,q_value,significant
Replace__BothReleased,pc1,200,Fp1,F4,Frontal,Frontocentral,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc2,0,Fp1,Fp2,Frontal,Frontal,9,12,12,1.7784181199405136e-07,0.001890204401765346,True
Replace__BothReleased,pc2,0,Fp2,Fp1,Frontal,Frontal,9,12,12,1.7784181199405136e-07,0.001890204401765346,True
Replace__BothReleased,pc2,0,F3,Fp2,Frontocentral,Frontal,5,12,12,0.004484084738993281,1.0,False
Replace__BothReleased,pc2,0,F4,Fp1,Frontocentral,Frontal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc2,50,Fp2,Fp1,Frontal,Frontal,10,12,12,5.9017107614492725e-09,0.0004390872806518259,True
Replace__BothReleased,pc2,50,Fp1,Fp2,Frontal,Frontal,7,12,12,5.2879037178301744e-05,0.24588752287910312,False
Replace__BothReleased,pc2,50,F3,Fp2,Frontocentral,Frontal,5,12,12,0.004484084738993281,1.0,False
Replace__BothReleased,pc2,50,F7,Fp2,Frontal,Frontal,5,12,12,0.004484084738993281,1.0,False
Replace__BothReleased,pc2,50,Oz,Fp2,Occipital,Frontal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc2,50,Oz,Fp1,Occipital,Frontal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc2,100,Fp2,Fp1,Frontal,Frontal,6,12,12,0.0005654110912547203,1.0,False
Replace__BothReleased,pc2,100,PO9,Fp1,Occipital,Frontal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc2,100,Fp1,Fp2,Frontal,Frontal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc2,100,Fp2,F7,Frontal,Frontal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc2,100,Fp1,F7,Frontal,Frontal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc2,150,F3,Fp1,Frontocentral,Frontal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc2,150,P4,Fp1,Parietal,Frontal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc2,150,Fz,Fp1,Frontal,Frontal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc2,150,Fp1,Fp2,Frontal,Frontal,7,12,12,5.2879037178301744e-05,0.24588752287910312,False
Replace__BothReleased,pc2,150,F7,Fp1,Frontal,Frontal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc2,150,F4,Fp2,Frontocentral,Frontal,5,12,12,0.004484084738993281,1.0,False
Replace__BothReleased,pc2,150,Fz,Fp2,Frontal,Frontal,5,12,12,0.004484084738993281,1.0,False
Replace__BothReleased,pc2,200,Fp1,Fp2,Frontal,Frontal,7,12,12,5.2879037178301744e-05,0.24588752287910312,False
Replace__BothReleased,pc2,200,Fp2,Fp1,Frontal,Frontal,9,12,12,1.7784181199405136e-07,0.001890204401765346,True
Replace__BothReleased,pc2,200,Oz,Fp2,Occipital,Frontal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc2,200,F3,Fp1,Frontocentral,Frontal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc2,200,P3,Fp1,Parietal,Frontal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc3,0,CP2,Pz,Parietal,Parietal,5,12,12,0.004484084738993281,1.0,False
Replace__BothReleased,pc3,50,F8,FC5,Frontal,Frontocentral,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc3,150,Fp2,Pz,Frontal,Parietal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc3,150,Fp1,P3,Frontal,Parietal,5,12,12,0.004484084738993281,1.0,False
Replace__BothReleased,pc3,150,Fp2,P3,Frontal,Parietal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc3,150,Fp1,Pz,Frontal,Parietal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc3,200,F4,PO10,Frontocentral,Occipital,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc3,200,Fp1,P8,Frontal,Parietal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc3,200,Fp1,P7,Frontal,Parietal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc3,200,Fp2,P7,Frontal,Parietal,4,12,12,0.026330690325135755,1.0,False
Replace__BothReleased,pc3,200,Fp2,P3,Frontal,Parietal,4,12,12,0.026330690325135755,1.0,False
