phase,pc,lag_ms,src,dst,region_src,region_dst,config_count,successful_config_count,stability_fraction,max_k,max_n_subjects,min_p_value,min_q_value,topk_values,min_subjects_values,p0_inflate_values
FirstDigitTouch__BothStartLoadPhase,pc2,200,Fp1,P4,Frontal,Parietal,9,27,0.3333333333333333,6,12,0.00011562389125060647,0.0002503416361022305,10 15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc2,200,Fp2,F4,Frontal,Frontocentral,9,27,0.3333333333333333,6,12,0.00011562389125060647,0.0002503416361022305,10 15,3 4 5,5.0 10.0
LiftOff__Replace,pc1,50,P4,Pz,Parietal,Parietal,9,27,0.3333333333333333,6,12,0.00011562389125060647,0.0002503416361022305,10 15,3 4 5,5.0 10.0
LiftOff__Replace,pc3,50,P3,O1,Parietal,Occipital,9,27,0.3333333333333333,6,12,0.00011562389125060647,0.0002503416361022305,10 15,3 4 5,5.0 10.0
Replace__BothReleased,pc1,200,Fp1,F4,Frontal,Frontocentral,9,27,0.3333333333333333,6,12,0.00011562389125060647,0.0002503416361022305,10 15,3 4 5,5.0 10.0
Replace__BothReleased,pc2,50,Oz,Fp2,Occipital,Frontal,9,27,0.3333333333333333,6,12,0.00011562389125060647,0.0002503416361022305,10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,50,CP2,Cz,Parietal,Frontocentral,9,27,0.3333333333333333,5,12,0.0012440595004031103,0.0012440595004031103,5 10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,200,Pz,CP1,Parietal,Parietal,9,27,0.3333333333333333,5,12,0.0012440595004031103,0.0012440595004031103,5 10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,200,Fp1,Fp2,Frontal,Frontal,9,27,0.3333333333333333,5,12,0.0012440595004031103,0.0012440595004031103,5 10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc3,50,TP10,PO10,Temporal,Occipital,9,27,0.3333333333333333,5,12,0.0012440595004031103,0.0012440595004031103,5 10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc3,100,Fp2,F7,Frontal,Other,9,27,0.3333333333333333,5,12,0.0012440595004031103,0.0012440595004031103,5 10 15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,200,Fp1,Fp2,Frontal,Frontal,9,27,0.3333333333333333,5,12,0.0012440595004031103,0.0012440595004031103,5 10 15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc1,50,Pz,CP2,Parietal,Parietal,9,27,0.3333333333333333,5,12,0.0012440595004031103,0.0012440595004031103,5 10 15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc2,0,F3,Fp2,Frontocentral,Frontal,9,27,0.3333333333333333,5,12,0.0012440595004031103,0.0012440595004031103,5 10 15,3 4 5,5.0 10.0
LiftOff__Replace,pc1,0,FC1,Fz,Frontocentral,Frontal,9,27,0.3333333333333333,5,12,0.0012440595004031103,0.0012440595004031103,5 10 15,3 4 5,5.0 10.0
LiftOff__Replace,pc2,0,Oz,Fp2,Occipital,Frontal,9,27,0.3333333333333333,5,12,0.0012440595004031103,0.0012440595004031103,5 10 15,3 4 5,5.0 10.0
LiftOff__Replace,pc2,150,F8,T8,Other,Temporal,9,27,0.3333333333333333,5,12,0.0012440595004031103,0.0012440595004031103,5 10 15,3 4 5,5.0 10.0
LiftOff__Replace,pc2,200,CP1,T8,Parietal,Temporal,9,27,0.3333333333333333,5,12,0.0012440595004031103,0.0012440595004031103,5 10 15,3 4 5,5.0 10.0
Replace__BothReleased,pc1,100,F7,Fp1,Other,Frontal,9,27,0.3333333333333333,5,12,0.0012440595004031103,0.0012440595004031103,5 10 15,3 4 5,5.0 10.0
LiftOff__Replace,pc1,200,Pz,P4,Parietal,Parietal,8,27,0.2962962962962963,7,12,7.948737705520244e-06,3.7518041970055546e-05,10 15,3 4 5,5.0 10.0 15.0
HandStart__FirstDigitTouch,pc2,0,FC2,Fp2,Frontocentral,Frontal,7,27,0.25925925925925924,7,12,7.948737705520244e-06,3.7518041970055546e-05,15,3 4 5,5.0 10.0 15.0
BothStartLoadPhase__LiftOff,pc2,50,Oz,O2,Occipital,Occipital,7,27,0.25925925925925924,6,12,0.00011562389125060647,0.0002503416361022305,10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,200,Fp1,P8,Frontal,Parietal,7,27,0.25925925925925924,6,12,0.00011562389125060647,0.0002503416361022305,10 15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,0,Oz,Fp1,Occipital,Frontal,7,27,0.25925925925925924,6,12,0.00011562389125060647,0.0002503416361022305,10 15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,200,Fp1,P3,Frontal,Parietal,7,27,0.25925925925925924,6,12,0.00011562389125060647,0.0002503416361022305,10 15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,200,Fp2,P3,Frontal,Parietal,7,27,0.25925925925925924,6,12,0.00011562389125060647,0.0002503416361022305,10 15,3 4 5,5.0 10.0
Replace__BothReleased,pc1,200,Fp2,O1,Frontal,Occipital,7,27,0.25925925925925924,6,12,0.00011562389125060647,0.0002503416361022305,10 15,3 4 5,5.0 10.0
Replace__BothReleased,pc3,0,CP1,Pz,Parietal,Parietal,7,27,0.25925925925925924,6,12,0.00011562389125060647,0.0002503416361022305,10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,0,F7,Fp1,Other,Frontal,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,50,FC2,Cz,Frontocentral,Frontocentral,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,50,Oz,O1,Occipital,Occipital,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,150,Fp2,F4,Frontal,Frontocentral,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,5 10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc3,0,Fp1,F4,Frontal,Frontocentral,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc1,50,CP2,Cz,Parietal,Frontocentral,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc1,50,Cz,FC1,Frontocentral,Frontocentral,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc1,50,FC2,Cz,Frontocentral,Frontocentral,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc1,50,P4,CP2,Parietal,Parietal,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc1,50,Pz,CP1,Parietal,Parietal,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,5 10 15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,0,Oz,Fp2,Occipital,Frontal,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,50,Oz,O1,Occipital,Occipital,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,50,Oz,O2,Occipital,Occipital,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,200,Fp2,O1,Frontal,Occipital,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc3,50,P4,Oz,Parietal,Occipital,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc1,200,CP1,Cz,Parietal,Frontocentral,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc2,50,F3,Fp2,Frontocentral,Frontal,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc2,200,Fp2,P3,Frontal,Parietal,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
LiftOff__Replace,pc1,0,FC5,F3,Frontocentral,Frontocentral,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
LiftOff__Replace,pc1,50,FC1,Fz,Frontocentral,Frontal,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
LiftOff__Replace,pc1,50,FC2,Fz,Frontocentral,Frontal,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
LiftOff__Replace,pc2,0,Pz,Fp2,Parietal,Frontal,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
LiftOff__Replace,pc3,50,CP1,Pz,Parietal,Parietal,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
LiftOff__Replace,pc3,50,Fp2,F8,Frontal,Other,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
LiftOff__Replace,pc3,50,TP9,PO9,Temporal,Occipital,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,5 10 15,3 4 5,5.0 10.0
Replace__BothReleased,pc2,50,Oz,Fp1,Occipital,Frontal,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
Replace__BothReleased,pc2,100,PO9,Fp1,Occipital,Frontal,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
Replace__BothReleased,pc2,200,P3,Fp1,Parietal,Frontal,7,27,0.25925925925925924,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,200,Fp2,F4,Frontal,Frontocentral,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,150,Fp2,CP5,Frontal,Parietal,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
BothStartLoadPhase__LiftOff,pc3,0,Fp2,F7,Frontal,Other,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc1,150,F7,FC5,Other,Frontocentral,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc1,150,Fp2,Pz,Frontal,Parietal,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,200,Fp1,P8,Frontal,Parietal,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc3,0,F3,F7,Frontocentral,Other,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc3,0,Fp2,F7,Frontal,Other,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc1,0,FC5,F7,Frontocentral,Other,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc1,200,TP10,T8,Temporal,Temporal,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc2,0,Fp2,F4,Frontal,Frontocentral,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc2,50,Fp2,F4,Frontal,Frontocentral,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc2,100,FC2,Fp1,Frontocentral,Frontal,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc3,0,Fp2,F7,Frontal,Other,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc3,0,TP10,PO10,Temporal,Occipital,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc3,50,Fz,Oz,Frontal,Occipital,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
LiftOff__Replace,pc1,100,Pz,CP2,Parietal,Parietal,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
LiftOff__Replace,pc3,50,Fp1,F4,Frontal,Frontocentral,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
LiftOff__Replace,pc3,50,P8,PO10,Parietal,Occipital,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
LiftOff__Replace,pc3,200,F3,PO10,Frontocentral,Occipital,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
Replace__BothReleased,pc1,0,Fp1,P8,Frontal,Parietal,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
Replace__BothReleased,pc1,0,Fp1,PO10,Frontal,Occipital,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
Replace__BothReleased,pc2,100,Fp1,F7,Frontal,Other,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
Replace__BothReleased,pc2,100,Fp2,F7,Frontal,Other,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
Replace__BothReleased,pc2,150,Fz,Fp1,Frontal,Frontal,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
Replace__BothReleased,pc2,150,P4,Fp1,Parietal,Frontal,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
Replace__BothReleased,pc3,200,F4,PO10,Frontocentral,Occipital,7,27,0.25925925925925924,4,12,0.0023033026213961152,0.0023033026213961152,5 10 15,3 4,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,0,FC5,F3,Frontocentral,Frontocentral,6,27,0.2222222222222222,6,12,0.00011562389125060647,0.0002503416361022305,15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc1,0,FC5,F3,Frontocentral,Frontocentral,6,27,0.2222222222222222,6,12,0.00011562389125060647,0.0002503416361022305,15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc2,200,Fp1,P4,Frontal,Parietal,6,27,0.2222222222222222,6,12,0.00011562389125060647,0.0002503416361022305,15,3 4 5,5.0 10.0
LiftOff__Replace,pc1,200,CP1,CP2,Parietal,Parietal,6,27,0.2222222222222222,6,12,0.00011562389125060647,0.0002503416361022305,15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,0,Fz,Fp1,Frontal,Frontal,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,50,FC2,Fz,Frontocentral,Frontal,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,50,T7,TP9,Temporal,Temporal,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,150,F7,FC5,Other,Frontocentral,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,150,Fz,FC2,Frontal,Frontocentral,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,200,Fz,FC1,Frontal,Frontocentral,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,0,F4,Fp1,Frontocentral,Frontal,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,0,PO10,Fp1,Occipital,Frontal,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,150,Fp2,P7,Frontal,Parietal,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,200,Fp1,P4,Frontal,Parietal,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc3,50,P4,Oz,Parietal,Occipital,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc3,200,F3,PO10,Frontocentral,Occipital,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc1,0,F7,Fp1,Other,Frontal,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc1,0,Fz,Fp1,Frontal,Frontal,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc1,50,Cz,FC2,Frontocentral,Frontocentral,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc3,200,Fp2,F3,Frontal,Frontocentral,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc1,50,CP1,Cz,Parietal,Frontocentral,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc1,50,Cz,FC2,Frontocentral,Frontocentral,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc1,200,Fp2,P7,Frontal,Parietal,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc2,0,F4,Fp1,Frontocentral,Frontal,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc2,50,Oz,Fp2,Occipital,Frontal,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc3,0,Fp1,F4,Frontal,Frontocentral,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc3,50,F3,O1,Frontocentral,Occipital,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc3,50,P3,O1,Parietal,Occipital,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc3,50,P8,Oz,Parietal,Occipital,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc3,50,TP9,PO9,Temporal,Occipital,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
HandStart__FirstDigitTouch,pc3,200,Fp2,F3,Frontal,Frontocentral,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
LiftOff__Replace,pc1,0,P4,Fp1,Parietal,Frontal,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
LiftOff__Replace,pc2,0,Oz,O2,Occipital,Occipital,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
LiftOff__Replace,pc3,0,Fz,O2,Frontal,Occipital,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
Replace__BothReleased,pc1,200,Fp1,P7,Frontal,Parietal,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
Replace__BothReleased,pc2,50,O1,Fp1,Occipital,Frontal,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
Replace__BothReleased,pc2,150,F8,Fp2,Other,Frontal,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
Replace__BothReleased,pc2,200,P4,Fp2,Parietal,Frontal,5,27,0.18518518518518517,5,12,0.0012440595004031103,0.0012440595004031103,10 15,3 4 5,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,50,Cz,FC2,Frontocentral,Frontocentral,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,200,Fp2,P7,Frontal,Parietal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,0,F3,Fp2,Frontocentral,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,0,Fp2,Fp1,Frontal,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,0,Oz,Fp2,Occipital,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,100,Fp2,F4,Frontal,Frontocentral,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,200,Fp1,P7,Frontal,Parietal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
BothStartLoadPhase__LiftOff,pc3,0,F3,F7,Frontocentral,Other,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
BothStartLoadPhase__LiftOff,pc3,50,Fp1,F7,Frontal,Other,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
BothStartLoadPhase__LiftOff,pc3,50,Fz,O2,Frontal,Occipital,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
BothStartLoadPhase__LiftOff,pc3,100,Fp1,Fp2,Frontal,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
BothStartLoadPhase__LiftOff,pc3,150,Fz,P7,Frontal,Parietal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
BothStartLoadPhase__LiftOff,pc3,200,Fp2,F3,Frontal,Frontocentral,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc1,0,F4,Fp2,Frontocentral,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc1,200,Fp2,P3,Frontal,Parietal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,0,CP2,Fp1,Parietal,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,0,Fp2,Fp1,Frontal,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,50,O2,Oz,Occipital,Occipital,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,150,Fp2,CP5,Frontal,Parietal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,200,Fp1,P7,Frontal,Parietal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc3,50,Fp1,F7,Frontal,Other,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc3,50,P3,O1,Parietal,Occipital,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc3,150,Fp2,Fp1,Frontal,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc3,150,Fz,P7,Frontal,Parietal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
HandStart__FirstDigitTouch,pc1,0,F3,Fp1,Frontocentral,Frontal,5,27,0.18518518518518517,4,12,0.0023033026213961152,0.0023033026213961152,10 15,3 4,5.0 10.0
